strategy,symbol,market,status,signal,direction,quote_volume_24h,model_entry_utc,signal_age_seconds,reference_close,atr_sma14,atr_pct,funding_known_at_signal_open,reference_stop,reference_stop_distance,scope,note,research_gate,reason
DON55_TREND,ETHUSDT,futures,FILTERED_OUT,0,NONE,6484770661.07,2026-09-07T04:00:00+00:00,1784.344,2496.01,24.60785714285716,0.9858877625833694,1.85e-05,,49.21571428571432,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,BTCUSDT,futures,FILTERED_OUT,0,NONE,6006377174.4,2026-09-07T04:00:00+00:00,1784.344,79560.0,453.83571428571616,0.5704320189614331,2.813e-05,,907.6714285714323,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,ZECUSDT,futures,WATCH,0,NONE,4029605973.41,2026-09-07T04:00:00+00:00,1784.344,1190.77,50.46714285714285,4.238194013717414,2.316e-05,,100.9342857142857,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,SOLUSDT,futures,FILTERED_OUT,0,NONE,2020328443.5428,2026-09-07T04:00:00+00:00,1784.344,104.89,1.6442857142857161,1.5676286722144304,8.084e-05,,3.2885714285714323,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,HYPEUSDT,futures,FILTERED_OUT,0,NONE,850773601.35303,2026-09-07T04:00:00+00:00,1784.344,86.281,1.3995714285714291,1.6221084926825478,5e-05,,2.7991428571428583,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,XRPUSDT,futures,FILTERED_OUT,0,NONE,824571771.6245,2026-09-07T04:00:00+00:00,1784.344,1.4055,0.017407142857142812,1.2385018041368063,3.511e-05,,0.034814285714285624,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,DOGEUSDT,futures,WATCH,0,NONE,660749345.721,2026-09-07T04:00:00+00:00,1784.344,0.08931,0.0021328571428571425,2.3881504230849204,8.146e-05,,0.004265714285714285,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,ARBUSDT,futures,WATCH,0,NONE,640918602.555762,2026-09-07T04:00:00+00:00,1784.344,0.17522,0.013440000000000006,7.670357265152383,0.0001,,0.02688000000000001,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,BNBUSDT,futures,WATCH,0,NONE,520901032.706,2026-09-07T04:00:00+00:00,1784.344,746.7,11.654285714285695,1.5607721594061463,3.078e-05,,23.30857142857139,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,RAYSOLUSDT,futures,WATCH,0,NONE,485956249.8969,2026-09-07T04:00:00+00:00,1784.344,1.1974,0.10227142857142857,8.541124818058174,-5.426e-05,,0.20454285714285714,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,NEARUSDT,futures,WATCH,0,NONE,427376600.002,2026-09-07T04:00:00+00:00,1784.344,2.402,0.10535714285714283,4.386225764244081,7.66e-06,,0.21071428571428566,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,DASHUSDT,futures,WATCH,0,NONE,413549798.47,2026-09-07T04:00:00+00:00,1784.344,69.65,5.878571428571426,8.440159983591421,8.256e-05,,11.757142857142853,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,UNIUSDT,futures,WATCH,0,NONE,349363832.321,2026-09-07T04:00:00+00:00,1784.344,6.993,0.31614285714285717,4.520847377990235,4.944e-05,,0.6322857142857143,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,TAOUSDT,futures,WATCH,0,NONE,307078440.31,2026-09-07T04:00:00+00:00,1784.344,269.78,8.893571428571432,3.2966014636264487,5e-05,,17.787142857142864,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
DON55_TREND,SUIUSDT,futures,WATCH,0,NONE,292198280.27492,2026-09-07T04:00:00+00:00,1784.344,0.794,0.020028571428571434,2.522490104354085,9.055e-05,,0.04005714285714287,EXPANDED_UNVALIDATED,"Entry filters only; account position, pyramid profit and portfolio capacity must be checked separately.",PAPER_CANDIDATE,
