strategy,market,period,trades,net_pnl,end_equity,return_pct,max_drawdown_pct,adverse_bar_drawdown_pct,profit_factor,win_rate_pct,mean_r,fees,funding,max_losing_streak,longest_underwater_days,sharpe_daily,exposure_pct,reconciliation_error
DON55_TREND,futures,stress_later,161,91.64642811113754,1091.6464281111375,9.164642811113755,14.16540854874222,14.370015588363783,1.1358722855351262,36.64596273291926,0.08756975129385534,51.753344538278014,4.994169231078651,11,367.25,0.42786896347732095,65.52905701754386,-8.100187187665142e-13
DON55_TREND,futures,equal_size_later,161,154.02471801284196,1154.024718012842,15.4024718012842,13.658215618576207,13.874756244319952,1.2250377732163564,37.267080745341616,0.1355445484598084,27.405820238911183,5.28130868777861,11,291.0833333333333,0.6382252691704151,65.54276315789474,2.1032064978498966e-12
DON55_TREND,futures,gross_later,160,216.7505552536295,1216.7505552536295,21.67505552536295,12.454469472136786,12.685447001151019,1.3143062564530736,38.75,0.18165070427131264,0.0,5.9449971885341,10,165.0,0.8262794589930749,66.38569078947368,-4.661160346586257e-12
KELTNER_TREND,futures,development,344,214.37440003428696,1214.374400034287,21.437440003428687,12.332885400398242,14.06083754324008,1.1779335148618055,34.593023255813954,0.10457410277260072,54.04294671079476,17.98597892248635,15,463.6666666666667,0.7294737081925877,87.56849315068493,-6.252776074688882e-12
KELTNER_TREND,futures,validation,207,94.60460024869167,1094.6046002486917,9.460460024869178,9.246400316063951,9.400613388683665,1.142599097810953,33.81642512077295,0.0818222361833514,29.97426714437608,16.39816769259991,12,109.16666666666667,0.663808447556205,90.33469945355192,-8.526512829121202e-13
KELTNER_TREND,futures,holdout,259,137.00703583286645,1137.0070358328664,13.700703583286655,13.193979419716129,13.22108494276437,1.1582053957258196,35.521235521235525,0.0946026549112752,40.05611525314913,8.801972376354612,10,129.125,0.6214853825084689,88.69243421052632,3.922195901395753e-12
KELTNER_TREND,futures,full,810,511.37775039574694,1511.377750395747,51.137775039574684,13.193979419716262,14.06083754324008,1.161746380775176,34.69135802469136,0.09557133563672675,143.687913329227,49.59960205783263,15,463.6666666666667,0.6782346914890848,88.56367370892019,3.183231456205249e-12
KELTNER_TREND,futures,stress_later,259,58.859028395269206,1058.8590283952692,5.885902839526924,13.397365817245799,13.423176482910272,1.0698048320593123,33.204633204633204,0.047562192159877836,75.01837131494486,8.343367589497012,20,282.75,0.32010951952224315,88.6170504385965,1.7763568394002505e-13
KELTNER_TREND,futures,equal_size_later,259,167.44325256074035,1167.4432525607403,16.744325256074035,16.240403885307174,16.273240645215637,1.152971288118703,35.521235521235525,0.09460265491127524,50.6052168561018,11.105746009978215,10,129.16666666666666,0.6198922276957284,88.69243421052632,-4.945377440890297e-12
KELTNER_TREND,futures,gross_later,259,208.58353523673736,1208.5835352367374,20.858353523673735,12.975354436775998,13.003890060676982,1.2362444216810842,36.293436293436294,0.1347314332464054,0.0,9.271236134859208,10,128.91666666666666,0.8629594318583312,88.70614035087719,-1.6484591469634324e-12
